discovery_sequence,program_name,source_url,canonical_url,catalogue_identifier,program_identifier,section_found_in,detected_credentials,classification_evidence,exclusion_reason,classified_at
790,Systems Architecting and Engineering (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32139&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32139,catoid=22,poid=32139,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Systems Architecting and Engineering (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
791,Teaching and Learning (MM),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32446&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32446,catoid=22,poid=32446,"Programs, Minors and Certificates","[""MM""]","{""title"": ""Teaching and Learning (MM)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MM"", ""credential_groups"": [""MM""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MM""]}",graduate credential(s) ['MM'] in credential field 'MM',2026-07-31T01:26:34Z
792,"Teaching, Teaching English to Speakers of Other Languages (MAT)",https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32018&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32018,catoid=22,poid=32018,"Programs, Minors and Certificates","[""MAT""]","{""title"": ""Teaching, Teaching English to Speakers of Other Languages (MAT)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MAT"", ""credential_groups"": [""MAT""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MAT""]}",graduate credential(s) ['MAT'] in credential field 'MAT',2026-07-31T01:26:34Z
793,Theatre (MFA),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32012&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32012,catoid=22,poid=32012,"Programs, Minors and Certificates","[""MFA""]","{""title"": ""Theatre (MFA)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MFA"", ""credential_groups"": [""MFA""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MFA""]}",graduate credential(s) ['MFA'] in credential field 'MFA',2026-07-31T01:26:34Z
794,Translational Biotechnology (MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32500&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32500,catoid=22,poid=32500,"Programs, Minors and Certificates","[""MS""]","{""title"": ""Translational Biotechnology (MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MS"", ""credential_groups"": [""MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MS""]}",graduate credential(s) ['MS'] in credential field 'MS',2026-07-31T01:26:34Z
795,Urban Planning (Executive MUP Online),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32575&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32575,catoid=22,poid=32575,"Programs, Minors and Certificates","[""MUP""]","{""title"": ""Urban Planning (Executive MUP Online)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""Executive MUP Online"", ""credential_groups"": [""Executive MUP Online""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MUP""], ""unparsed_tokens"": [""Executive"", ""Online""]}",graduate credential(s) ['MUP'] in credential field 'Executive MUP Online',2026-07-31T01:26:34Z
796,Urban Planning (MUP),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32588&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32588,catoid=22,poid=32588,"Programs, Minors and Certificates","[""MUP""]","{""title"": ""Urban Planning (MUP)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MUP"", ""credential_groups"": [""MUP""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MUP""]}",graduate credential(s) ['MUP'] in credential field 'MUP',2026-07-31T01:26:34Z
798,Writing for Screen and Television (MFA),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31675&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31675,catoid=22,poid=31675,"Programs, Minors and Certificates","[""MFA""]","{""title"": ""Writing for Screen and Television (MFA)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MFA"", ""credential_groups"": [""MFA""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MFA""]}",graduate credential(s) ['MFA'] in credential field 'MFA',2026-07-31T01:26:34Z
799,Doctor of Medicine/Master of Business Administration (MD/MBA),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32188&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32188,catoid=22,poid=32188,"Programs, Minors and Certificates","[""MD"", ""MBA""]","{""title"": ""Doctor of Medicine/Master of Business Administration (MD/MBA)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MD/MBA"", ""credential_groups"": [""MD/MBA""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MD"", ""MBA""]}","graduate credential(s) ['MD', 'MBA'] in credential field 'MD/MBA'",2026-07-31T01:26:34Z
800,Doctor of Medicine/Master of Public Health (MD/MPH),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32189&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32189,catoid=22,poid=32189,"Programs, Minors and Certificates","[""MD"", ""MPH""]","{""title"": ""Doctor of Medicine/Master of Public Health (MD/MPH)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MD/MPH"", ""credential_groups"": [""MD/MPH""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MD"", ""MPH""]}","graduate credential(s) ['MD', 'MPH'] in credential field 'MD/MPH'",2026-07-31T01:26:34Z
801,Doctor of Pharmacy/Doctor of Philosophy (PharmD/PhD),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32300&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32300,catoid=22,poid=32300,"Programs, Minors and Certificates","[""PharmD"", ""PhD""]","{""title"": ""Doctor of Pharmacy/Doctor of Philosophy (PharmD/PhD)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""PharmD/PhD"", ""credential_groups"": [""PharmD/PhD""], ""undergrad_tokens"": [], ""graduate_tokens"": [""PharmD"", ""PhD""]}","graduate credential(s) ['PharmD', 'PhD'] in credential field 'PharmD/PhD'",2026-07-31T01:26:34Z
802,Doctor of Pharmacy/Juris Doctor (PharmD/JD),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32293&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32293,catoid=22,poid=32293,"Programs, Minors and Certificates","[""PharmD"", ""JD""]","{""title"": ""Doctor of Pharmacy/Juris Doctor (PharmD/JD)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""PharmD/JD"", ""credential_groups"": [""PharmD/JD""], ""undergrad_tokens"": [], ""graduate_tokens"": [""PharmD"", ""JD""]}","graduate credential(s) ['PharmD', 'JD'] in credential field 'PharmD/JD'",2026-07-31T01:26:34Z
803,Doctor of Pharmacy/Master of Business Administration (PharmD/MBA),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32294&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32294,catoid=22,poid=32294,"Programs, Minors and Certificates","[""PharmD"", ""MBA""]","{""title"": ""Doctor of Pharmacy/Master of Business Administration (PharmD/MBA)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""PharmD/MBA"", ""credential_groups"": [""PharmD/MBA""], ""undergrad_tokens"": [], ""graduate_tokens"": [""PharmD"", ""MBA""]}","graduate credential(s) ['PharmD', 'MBA'] in credential field 'PharmD/MBA'",2026-07-31T01:26:34Z
804,Doctor of Pharmacy/Master of Public Health (PharmD/MPH),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32298&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32298,catoid=22,poid=32298,"Programs, Minors and Certificates","[""PharmD"", ""MPH""]","{""title"": ""Doctor of Pharmacy/Master of Public Health (PharmD/MPH)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""PharmD/MPH"", ""credential_groups"": [""PharmD/MPH""], ""undergrad_tokens"": [], ""graduate_tokens"": [""PharmD"", ""MPH""]}","graduate credential(s) ['PharmD', 'MPH'] in credential field 'PharmD/MPH'",2026-07-31T01:26:34Z
805,"Doctor of Pharmacy/Master of Science, Gerontology (PharmD/MS)",https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32295&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32295,catoid=22,poid=32295,"Programs, Minors and Certificates","[""PharmD"", ""MS""]","{""title"": ""Doctor of Pharmacy/Master of Science, Gerontology (PharmD/MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""PharmD/MS"", ""credential_groups"": [""PharmD/MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""PharmD"", ""MS""]}","graduate credential(s) ['PharmD', 'MS'] in credential field 'PharmD/MS'",2026-07-31T01:26:34Z
806,"Doctor of Pharmacy/Master of Science, Global Medicine (PharmD/MS)",https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32296&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32296,catoid=22,poid=32296,"Programs, Minors and Certificates","[""PharmD"", ""MS""]","{""title"": ""Doctor of Pharmacy/Master of Science, Global Medicine (PharmD/MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""PharmD/MS"", ""credential_groups"": [""PharmD/MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""PharmD"", ""MS""]}","graduate credential(s) ['PharmD', 'MS'] in credential field 'PharmD/MS'",2026-07-31T01:26:34Z
807,"Doctor of Pharmacy/Master of Science, Regulatory Science (PharmD/MS)",https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32299&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32299,catoid=22,poid=32299,"Programs, Minors and Certificates","[""PharmD"", ""MS""]","{""title"": ""Doctor of Pharmacy/Master of Science, Regulatory Science (PharmD/MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""PharmD/MS"", ""credential_groups"": [""PharmD/MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""PharmD"", ""MS""]}","graduate credential(s) ['PharmD', 'MS'] in credential field 'PharmD/MS'",2026-07-31T01:26:34Z
808,Doctor of Philosophy in Political Science and International Relations/Juris Doctor (PhD/JD),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31903&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31903,catoid=22,poid=31903,"Programs, Minors and Certificates","[""PhD"", ""JD""]","{""title"": ""Doctor of Philosophy in Political Science and International Relations/Juris Doctor (PhD/JD)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""PhD/JD"", ""credential_groups"": [""PhD/JD""], ""undergrad_tokens"": [], ""graduate_tokens"": [""PhD"", ""JD""]}","graduate credential(s) ['PhD', 'JD'] in credential field 'PhD/JD'",2026-07-31T01:26:34Z
809,Doctor of Philosophy in Psychology (Clinical) and Master of Public Health (Health Promotion) (PhD/MPH),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31916&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31916,catoid=22,poid=31916,"Programs, Minors and Certificates","[""PhD"", ""MPH""]","{""title"": ""Doctor of Philosophy in Psychology (Clinical) and Master of Public Health (Health Promotion) (PhD/MPH)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""PhD/MPH"", ""credential_groups"": [""PhD/MPH""], ""undergrad_tokens"": [], ""graduate_tokens"": [""PhD"", ""MPH""]}","graduate credential(s) ['PhD', 'MPH'] in credential field 'PhD/MPH'",2026-07-31T01:26:34Z
810,Doctor of Physical Therapy/Master of Public Health (DPT/MPH),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32165&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32165,catoid=22,poid=32165,"Programs, Minors and Certificates","[""DPT"", ""MPH""]","{""title"": ""Doctor of Physical Therapy/Master of Public Health (DPT/MPH)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""DPT/MPH"", ""credential_groups"": [""DPT/MPH""], ""undergrad_tokens"": [], ""graduate_tokens"": [""DPT"", ""MPH""]}","graduate credential(s) ['DPT', 'MPH'] in credential field 'DPT/MPH'",2026-07-31T01:26:34Z
811,Education/Public Policy (PhD/MPP),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32816&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32816,catoid=22,poid=32816,"Programs, Minors and Certificates","[""PhD"", ""MPP""]","{""title"": ""Education/Public Policy (PhD/MPP)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""PhD/MPP"", ""credential_groups"": [""PhD/MPP""], ""undergrad_tokens"": [], ""graduate_tokens"": [""PhD"", ""MPP""]}","graduate credential(s) ['PhD', 'MPP'] in credential field 'PhD/MPP'",2026-07-31T01:26:34Z
812,Healthcare Decision Analysis (PharmD/MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32297&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32297,catoid=22,poid=32297,"Programs, Minors and Certificates","[""PharmD"", ""MS""]","{""title"": ""Healthcare Decision Analysis (PharmD/MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""PharmD/MS"", ""credential_groups"": [""PharmD/MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""PharmD"", ""MS""]}","graduate credential(s) ['PharmD', 'MS'] in credential field 'PharmD/MS'",2026-07-31T01:26:34Z
813,Juris Doctor/Doctor of Pharmacy (JD/PharmD),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32174&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32174,catoid=22,poid=32174,"Programs, Minors and Certificates","[""JD"", ""PharmD""]","{""title"": ""Juris Doctor/Doctor of Pharmacy (JD/PharmD)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""JD/PharmD"", ""credential_groups"": [""JD/PharmD""], ""undergrad_tokens"": [], ""graduate_tokens"": [""JD"", ""PharmD""]}","graduate credential(s) ['JD', 'PharmD'] in credential field 'JD/PharmD'",2026-07-31T01:26:34Z
814,Juris Doctor/Doctor of Philosophy in Political Science and International Relations (JD/PhD),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32550&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32550,catoid=22,poid=32550,"Programs, Minors and Certificates","[""JD"", ""PhD""]","{""title"": ""Juris Doctor/Doctor of Philosophy in Political Science and International Relations (JD/PhD)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""JD/PhD"", ""credential_groups"": [""JD/PhD""], ""undergrad_tokens"": [], ""graduate_tokens"": [""JD"", ""PhD""]}","graduate credential(s) ['JD', 'PhD'] in credential field 'JD/PhD'",2026-07-31T01:26:34Z
815,"Juris Doctor/Master of Arts, Philosophy (JD/MA)",https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32365&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32365,catoid=22,poid=32365,"Programs, Minors and Certificates","[""JD"", ""MA""]","{""title"": ""Juris Doctor/Master of Arts, Philosophy (JD/MA)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""JD/MA"", ""credential_groups"": [""JD/MA""], ""undergrad_tokens"": [], ""graduate_tokens"": [""JD"", ""MA""]}","graduate credential(s) ['JD', 'MA'] in credential field 'JD/MA'",2026-07-31T01:26:34Z
816,Juris Doctor/Master of Business Administration (JD/MBA),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32876&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32876,catoid=22,poid=32876,"Programs, Minors and Certificates","[""JD"", ""MBA""]","{""title"": ""Juris Doctor/Master of Business Administration (JD/MBA)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""JD/MBA"", ""credential_groups"": [""JD/MBA""], ""undergrad_tokens"": [], ""graduate_tokens"": [""JD"", ""MBA""]}","graduate credential(s) ['JD', 'MBA'] in credential field 'JD/MBA'",2026-07-31T01:26:34Z
817,Juris Doctor/Master of Business Taxation (JD/MBT),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31658&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31658,catoid=22,poid=31658,"Programs, Minors and Certificates","[""JD""]","{""title"": ""Juris Doctor/Master of Business Taxation (JD/MBT)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""JD/MBT"", ""credential_groups"": [""JD/MBT""], ""undergrad_tokens"": [], ""graduate_tokens"": [""JD""], ""unparsed_tokens"": [""MBT""]}",graduate credential(s) ['JD'] in credential field 'JD/MBT',2026-07-31T01:26:34Z
818,Juris Doctor/Master of Communication Management (JD/MCG),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32178&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32178,catoid=22,poid=32178,"Programs, Minors and Certificates","[""JD"", ""MCG""]","{""title"": ""Juris Doctor/Master of Communication Management (JD/MCG)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""JD/MCG"", ""credential_groups"": [""JD/MCG""], ""undergrad_tokens"": [], ""graduate_tokens"": [""JD"", ""MCG""]}","graduate credential(s) ['JD', 'MCG'] in credential field 'JD/MCG'",2026-07-31T01:26:34Z
819,Juris Doctor/Master of Public Administration (JD/MPA),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32344&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32344,catoid=22,poid=32344,"Programs, Minors and Certificates","[""JD"", ""MPA""]","{""title"": ""Juris Doctor/Master of Public Administration (JD/MPA)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""JD/MPA"", ""credential_groups"": [""JD/MPA""], ""undergrad_tokens"": [], ""graduate_tokens"": [""JD"", ""MPA""]}","graduate credential(s) ['JD', 'MPA'] in credential field 'JD/MPA'",2026-07-31T01:26:34Z
820,Juris Doctor/Master of Public Policy (JD/MPP),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32341&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32341,catoid=22,poid=32341,"Programs, Minors and Certificates","[""JD"", ""MPP""]","{""title"": ""Juris Doctor/Master of Public Policy (JD/MPP)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""JD/MPP"", ""credential_groups"": [""JD/MPP""], ""undergrad_tokens"": [], ""graduate_tokens"": [""JD"", ""MPP""]}","graduate credential(s) ['JD', 'MPP'] in credential field 'JD/MPP'",2026-07-31T01:26:34Z
821,Juris Doctor/Master of Real Estate Development (JD/MRED),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32377&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32377,catoid=22,poid=32377,"Programs, Minors and Certificates","[""JD"", ""MRED""]","{""title"": ""Juris Doctor/Master of Real Estate Development (JD/MRED)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""JD/MRED"", ""credential_groups"": [""JD/MRED""], ""undergrad_tokens"": [], ""graduate_tokens"": [""JD"", ""MRED""]}","graduate credential(s) ['JD', 'MRED'] in credential field 'JD/MRED'",2026-07-31T01:26:34Z
822,Juris Doctor/Master of Science in Gerontology (JD/MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32173&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32173,catoid=22,poid=32173,"Programs, Minors and Certificates","[""JD"", ""MS""]","{""title"": ""Juris Doctor/Master of Science in Gerontology (JD/MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""JD/MS"", ""credential_groups"": [""JD/MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""JD"", ""MS""]}","graduate credential(s) ['JD', 'MS'] in credential field 'JD/MS'",2026-07-31T01:26:34Z
823,Juris Doctor/Master of Social Work (JD/MSW),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32176&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32176,catoid=22,poid=32176,"Programs, Minors and Certificates","[""JD"", ""MSW""]","{""title"": ""Juris Doctor/Master of Social Work (JD/MSW)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""JD/MSW"", ""credential_groups"": [""JD/MSW""], ""undergrad_tokens"": [], ""graduate_tokens"": [""JD"", ""MSW""]}","graduate credential(s) ['JD', 'MSW'] in credential field 'JD/MSW'",2026-07-31T01:26:34Z
824,Master of Advanced Architectural Studies/Master of Urban Planning (MAAS/MUP),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32597&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32597,catoid=22,poid=32597,"Programs, Minors and Certificates","[""MUP""]","{""title"": ""Master of Advanced Architectural Studies/Master of Urban Planning (MAAS/MUP)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MAAS/MUP"", ""credential_groups"": [""MAAS/MUP""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MUP""], ""unparsed_tokens"": [""MAAS""]}",graduate credential(s) ['MUP'] in credential field 'MAAS/MUP',2026-07-31T01:26:34Z
825,"Master of Arts, East Asian Area Studies/Master of Business Administration (MA/MBA)",https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31769&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31769,catoid=22,poid=31769,"Programs, Minors and Certificates","[""MA"", ""MBA""]","{""title"": ""Master of Arts, East Asian Area Studies/Master of Business Administration (MA/MBA)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MA/MBA"", ""credential_groups"": [""MA/MBA""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MA"", ""MBA""]}","graduate credential(s) ['MA', 'MBA'] in credential field 'MA/MBA'",2026-07-31T01:26:34Z
826,"Master of Arts, Philosophy/Juris Doctor (MA/JD)",https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31883&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31883,catoid=22,poid=31883,"Programs, Minors and Certificates","[""MA"", ""JD""]","{""title"": ""Master of Arts, Philosophy/Juris Doctor (MA/JD)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MA/JD"", ""credential_groups"": [""MA/JD""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MA"", ""JD""]}","graduate credential(s) ['MA', 'JD'] in credential field 'MA/JD'",2026-07-31T01:26:34Z
827,Master of Building Science/Master of Heritage Conservation (MBS/MHC),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32710&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32710,catoid=22,poid=32710,"Programs, Minors and Certificates","[""master of building science""]","{""title"": ""Master of Building Science/Master of Heritage Conservation (MBS/MHC)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""master of building science""}",spelled-out graduate degree: 'master of building science',2026-07-31T01:26:34Z
828,Master of Communication Management/Juris Doctor (MCG/JD),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31965&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31965,catoid=22,poid=31965,"Programs, Minors and Certificates","[""MCG"", ""JD""]","{""title"": ""Master of Communication Management/Juris Doctor (MCG/JD)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MCG/JD"", ""credential_groups"": [""MCG/JD""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MCG"", ""JD""]}","graduate credential(s) ['MCG', 'JD'] in credential field 'MCG/JD'",2026-07-31T01:26:34Z
829,"Master of Communication Management/Master of Arts, Jewish Nonprofit Management (MCG/MA)",https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31966&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31966,catoid=22,poid=31966,"Programs, Minors and Certificates","[""MCG"", ""MA""]","{""title"": ""Master of Communication Management/Master of Arts, Jewish Nonprofit Management (MCG/MA)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MCG/MA"", ""credential_groups"": [""MCG/MA""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MCG"", ""MA""]}","graduate credential(s) ['MCG', 'MA'] in credential field 'MCG/MA'",2026-07-31T01:26:34Z
830,Master of Health Administration/Doctor of Medicine (MHA/MD),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32907&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32907,catoid=22,poid=32907,"Programs, Minors and Certificates","[""MHA"", ""MD""]","{""title"": ""Master of Health Administration/Doctor of Medicine (MHA/MD)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MHA/MD"", ""credential_groups"": [""MHA/MD""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MHA"", ""MD""]}","graduate credential(s) ['MHA', 'MD'] in credential field 'MHA/MD'",2026-07-31T01:26:34Z
831,Master of Health Administration/Master of Science in Gerontology (MHA/MS),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32343&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32343,catoid=22,poid=32343,"Programs, Minors and Certificates","[""MHA"", ""MS""]","{""title"": ""Master of Health Administration/Master of Science in Gerontology (MHA/MS)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": ""MHA/MS"", ""credential_groups"": [""MHA/MS""], ""undergrad_tokens"": [], ""graduate_tokens"": [""MHA"", ""MS""]}","graduate credential(s) ['MHA', 'MS'] in credential field 'MHA/MS'",2026-07-31T01:26:34Z
832,Master of Heritage Conservation/Master of Architecture (MHC/MArch),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32915&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32915,catoid=22,poid=32915,"Programs, Minors and Certificates","[""master of heritage conservation""]","{""title"": ""Master of Heritage Conservation/Master of Architecture (MHC/MArch)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""master of heritage conservation""}",spelled-out graduate degree: 'master of heritage conservation',2026-07-31T01:26:34Z
833,Master of Heritage Conservation/Master of Landscape Architecture (MHC/MLArch),https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32711&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32711,catoid=22,poid=32711,"Programs, Minors and Certificates","[""master of heritage conservation""]","{""title"": ""Master of Heritage Conservation/Master of Landscape Architecture (MHC/MLArch)"", ""section_heading"": ""Programs, Minors and Certificates"", ""credential_field"": """", ""undergrad_tokens"": [], ""graduate_tokens"": [], ""match"": ""master of heritage conservation""}",spelled-out graduate degree: 'master of heritage conservation',2026-07-31T01:26:34Z
