sequence_number,program_name,credential,school,catalogue_year,catalogue_identifier,program_identifier,source_url,canonical_url,acquisition_mode,output_filename,content_character_count,content_line_count,content_sha256,file_sha256,source_html_sha256,rendered_dom_sha256,classification_status,extraction_status,retrieved_at
228,Biology and Business Minor,,,2026-2027,catoid=22,poid=32747,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32747&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32747,direct_html,228_biology_and_business_minor.txt,2744,79,d68e998843c77d24b5a7667361e52a674ce35b78aa82851c78401d51ce0cb2d8,dfdea989fc00329f52bf9dec2c07b4537e67dcd57e30506e92972eab07f9cbdf,88a4cb550cbf306eb65e158090de4062e96d98e66735fa42c23b261d472b209b,,included,complete,2026-07-31T00:59:43Z
229,Biology of Human Movement Minor,,,2026-2027,catoid=22,poid=32665,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32665&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32665,direct_html,229_biology_of_human_movement_minor.txt,1345,41,5b497c3626f24efbbb63c6374f596e780bb0ed1a4fcef47f106195f06327407d,fff2b030d6d6b3464d32a9031502bf104b83e46ac06fcb731b4c675e7b0d7e9c,816a543af68b921178c550aadaae8ac49a382d7ffaf81d93ef86d97fc92b6650,,included,complete,2026-07-31T00:59:46Z
230,Biopharmaceutical Business Minor,,,2026-2027,catoid=22,poid=32708,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32708&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32708,direct_html,230_biopharmaceutical_business_minor.txt,2559,55,a88aba49ab90ae0288991cb6500ad988a986c966b041bf9956bb170b4875a68a,55315c3feb86128becc5e76f4124694b0d9cc3bb4234fdc51850dc940afa3ebd,ea0e0d3e6785437b546dbd5922887da6880a9cf6d6e25283a53d91f14a8fcd97,,included,complete,2026-07-31T00:59:48Z
231,Biopharmaceutical Management and Marketing Minor,,,2026-2027,catoid=22,poid=32932,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32932&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32932,direct_html,231_biopharmaceutical_management_and_marketing_minor.txt,1968,44,b5d8520f85de46871ef8537794393b1366aa4fce1c70c589042409d2f8cf8019,8aaa6cfd5c90d8641ad9310e6979b3e9c2dc86fec8a6370f03e7ee8e44d05279,02867cff5da7b42bd8cae1c0fae25091b9a00c0424b854bc35c1da9b04acd6b7,,included,complete,2026-07-31T00:59:50Z
232,Blockchain Minor,,,2026-2027,catoid=22,poid=32585,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32585&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32585,direct_html,232_blockchain_minor.txt,972,16,d64eb41d3493a623cc89b80a98303eebf22bd9a7257bdf3aec89ebfabad0e6d5,67f98d50397ef9c8a2468d2f8efac5590536b520fa4f9b76e670fa60ad84f52b,900df1f6ee12c7905be3f55acbde306598cdae1f8e6f48708c023be76cbba946,,included,complete,2026-07-31T00:59:53Z
233,Business Economics Minor,,USC Marshall School of Business,2026-2027,catoid=22,poid=31598,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31598&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31598,direct_html,233_business_economics_minor.txt,1866,43,905179d576141198495356861dfd5a06a33facc1f0223078588d944db17b85d9,e700e475188f3a56756fa18d72855c511d3077aa4c9298edc71dea9fe7cadbc1,e15ff566020a8491729b42027f3a804e23246c4f599394fa868837a3805461ea,,included,complete,2026-07-31T00:59:55Z
234,Business Finance Minor,,,2026-2027,catoid=22,poid=31599,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31599&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31599,direct_html,234_business_finance_minor.txt,3042,85,e6fec9ffc2657d48861fdb445accaa2c28819c02e4ddfceccc47234aefbcb0f0,a9e41c230254d080132fd61da3ff18461beb8e1454861bd72a35f67065372574,e4086015fc59917d7d3008097d8c6d5e7d5a05a65563e1e29c1379049e3f4b8d,,included,complete,2026-07-31T00:59:58Z
235,Business Law Minor,,USC Marshall School of Business,2026-2027,catoid=22,poid=31600,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31600&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31600,direct_html,235_business_law_minor.txt,1441,32,1f597c0dd81d4ab98fab80c6bddf2b67f0174f68318e9f15ed6cfc5a2b346ac0,51868ad772cd7dd31d64619ab0457ebfcbe5e0af991cec18191d687db2228cce,5e87d7a698f863cfcfeb4c7aeae84d4a59cbca7c3d1348d5d3aa980155709a71,,included,complete,2026-07-31T01:00:01Z
236,Business Minor,,,2026-2027,catoid=22,poid=31597,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31597&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31597,direct_html,236_business_minor.txt,2116,61,503ced50316c7ae04343b3cf335d8f53d5044768c80e5acc207d6e91e7187190,89356fafaa2635f71da36e395d72852e416de23f94845c324e54ceedb7b4a5ce,306a42d3d17d564daafe365fe743b12254ea19461a2f2addbdff9a2938d56550,,included,complete,2026-07-31T01:00:04Z
237,Business Technology Fusion Minor,,USC Marshall School of Business,2026-2027,catoid=22,poid=31601,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31601&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31601,direct_html,237_business_technology_fusion_minor.txt,989,30,31a1969bcf4abddf1b217adeb2332f68cc585fb6c3c2cd929202d58cc35b052c,8747235a054ccd84a0f6da1109eea0346c420fc89bdfcb3ca6066adfd6b29cb3,07ecc95a9a74330778b32ec221a243c499fc6a95dbccaef296ae29e40d01c9d7,,included,complete,2026-07-31T01:00:06Z
238,Ceramics Minor,,,2026-2027,catoid=22,poid=31573,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31573&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31573,direct_html,238_ceramics_minor.txt,1493,31,d8baabcb3127b92b009499cca4c02f2936ef08f2a7c5d14fa9f0060b0b122d4e,e59f5c27a6b664f936911e71c9da055e6a070dba9e19e3bd444531d86f3683b9,fbfd89e2270221bf8742415b28d2773313701a063e26b55cc5cbc3efac1c3606,,included,complete,2026-07-31T01:00:08Z
239,Chemistry Minor,,,2026-2027,catoid=22,poid=31740,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31740&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31740,direct_html,239_chemistry_minor.txt,1057,34,802f3d03cc9d38c65710ee76f12759d8aa73cacd51d3f66c9c8e5a75f3c40dd7,0c15dec246f87a81366c0ff3babb509fb64157c457af2593b3778e5362eca271,ea69ce175a358895357e23973227869b49e97c1b7e3a3900ac31029659441d80,,included,complete,2026-07-31T01:00:11Z
240,Chinese for the Professions Minor,,,2026-2027,catoid=22,poid=32382,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32382&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32382,direct_html,240_chinese_for_the_professions_minor.txt,1669,42,8b1b57482778f9e1405b4db0d1db0f7e57ba12356d2d06e390f2a779763c19bf,c08a2ce1cb89ffd70b10a58f42a798114ee8832b98e4eeba762127d73d83f7c5,3d00350807acb29a4bc3335633e293d3f8557fdb32e60bc1a3cbf726f14d1b16,,included,complete,2026-07-31T01:00:13Z
241,Choreography for Stage and Screen Minor,,,2026-2027,catoid=22,poid=32610,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32610&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32610,direct_html,241_choreography_for_stage_and_screen_minor.txt,3879,94,d0fc555414424375b9a84055d838746107cfe04e0a4de5c385508fc6775d7467,8c64a44ca451fa06764dbbf1a560eca613a3ed90ff731f8132b6d6019a4af523,bf7f9256b83c2cab0b5d2871c7700fa5a66f750bfcc3ad9ee8eacf7773061cde,,included,complete,2026-07-31T01:00:15Z
242,Cinema-Television for the Health Professions Minor,,,2026-2027,catoid=22,poid=32211,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32211&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32211,direct_html,242_cinema_television_for_the_health_professions_minor.txt,1652,39,2c2db2c70d980a1e5e9ff925c7a9f2c6923c46a85e827e27992e3bdf8c697e79,284b132992040ce69af96b218d45d3742ce40d63d0c3c0bc80932159ddfa5b4f,17f9a5a9da639adf7949c7fc6dbe7958c6b050ab70d82c0f204cce75250aafc4,,included,complete,2026-07-31T01:00:17Z
243,Cinematic Arts Minor,,,2026-2027,catoid=22,poid=31678,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31678&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31678,direct_html,243_cinematic_arts_minor.txt,3101,80,27d98400134993227b7bcbcd69dfc62aeba14000440f55c60ef9726c87ff893b,5e58f56343bdc4103a69619f849f0f0b7288fbe4e97ab5acfb443b7de0f5a1a8,d6efed7f0d63270b32fdf4e4305bd86f487e651321b3b0e410ab27f458fec858,,included,complete,2026-07-31T01:00:20Z
244,Classical Greek Minor,,,2026-2027,catoid=22,poid=32474,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32474&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32474,direct_html,244_classical_greek_minor.txt,253,11,09c2807e6b9dd8cfa91ee5d6cd226dc0d1de9d21994e5d16cd0c3779a15eeacc,18aabd89018bc51a5f7a0098e3c78c2ec0de9e941895a4a1a1822ba3537cb1dd,490509462487da92d3c40fb995b945043beea2e6563f204fbf26bab3796522e4,,included,complete,2026-07-31T01:00:23Z
245,Classical Perspectives Minor,,,2026-2027,catoid=22,poid=32430,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32430&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32430,direct_html,245_classical_perspectives_minor.txt,6175,116,092ce37913f51cd0ed2cac1b451596c401f27f70b276dcf8889260f0992aa218,ac225848dc97c6dbf5d205a65f7c27354de60d09f58c993367282619a1040027,8a12fa7cecadb0697b099f4074b5ff100b4f33a1afcc84edd15bdccbbe3daccb,,included,complete,2026-07-31T01:00:24Z
246,Classics Minor,,,2026-2027,catoid=22,poid=31745,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31745&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31745,direct_html,246_classics_minor.txt,966,46,4f3a367018a06c5394a52c574f6ebcc6f28899cd5a0da4cb6470746c0151cb3d,2d5ccaa3490e62ae6372c30b18cf37e606cb5cc1fa20efa121cdc7284ad52986,80ffbda734618c907148ea657d291bb7f86c0f179db7a47fbc9503d5eeae5b70,,included,complete,2026-07-31T01:00:27Z
247,"Coaching, Health and Wellness Minor",,,2026-2027,catoid=22,poid=32909,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32909&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32909,direct_html,247_coaching_health_and_wellness_minor.txt,3829,114,0c8073c94806382ba8f37afd4c01bc1ec83bddd0459c18d127b6ea22df9004c8,8f4b26e707848b1b3ef5757cf100b7cfec455a65036e2c7f96fce21be6989d3c,ca8a81bcd9910d125ca520bfe7094346eed1339409a6278a983fcee199826bc1,,included,complete,2026-07-31T01:00:29Z
248,Comedy (Performance) Minor,,,2026-2027,catoid=22,poid=32008,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32008&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32008,direct_html,248_comedy_performance_minor.txt,1776,45,b575734ecb058f4f87e87f0f1b0078f6448b2357f81006c82870f0025b84fce4,414f8134fe9ebf425bc19905cb3077d4da99202cd06e04c41cae71659da00a44,2a38f630bb0d4c657b83cf9fad8a06264791ab846260dcb85c6e1f177e808153,,included,complete,2026-07-31T01:00:32Z
249,Comedy Writing Minor,,,2026-2027,catoid=22,poid=32953,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32953&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32953,direct_html,249_comedy_writing_minor.txt,2199,54,0b591f34da601a936b74127be399887d4031dfb97139c66e284dee502e081089,cb63711e5c1e7f8731cc0b5fe568c399325d471a03c84e81ea611827b7ae7e92,13e76e1e94a4cd78d6304aec11f6820d3fe69a487fabce505362180e8740c4ec,,included,complete,2026-07-31T01:00:35Z
250,Communication Design Minor,,,2026-2027,catoid=22,poid=31574,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31574&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31574,direct_html,250_communication_design_minor.txt,2193,53,0a7d163ca17cc2831119b13f9ffeb8950eba2d6075e9eafbca2f770c93b2a1cb,b9757b403d4c0ac204b93c0a2600b489e84ed716e3abee5507b695fe7fad3c87,82d18e165752a16fb579821b3d5b892b8e6207443de6bf41705184dd4f401d0f,,included,complete,2026-07-31T01:00:36Z
251,Communication Policy and Law Minor,,,2026-2027,catoid=22,poid=32416,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32416&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32416,direct_html,251_communication_policy_and_law_minor.txt,2108,28,17c2d2a14ade13ec8b0df6994c06baf49abdcfb3f5709e8b1f17a52a110e3aac,1616da452b6420bfb46eec2b5458a0b0ceda4fec1ebcf2e78e1084e80cd18554,de72c1e1c766c93cb38df1fdf8a5852ab4a275a9e0ceb88ac8577d9238e73279,,included,complete,2026-07-31T01:00:38Z
252,Communication Technology Practices and Platforms Minor,,,2026-2027,catoid=22,poid=31949,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31949&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31949,direct_html,252_communication_technology_practices_and_platforms_minor.txt,2359,39,4a6a901179fec6a11526f2ff907a97d05c8c0a6d0e4c2c965f8e04e5d2611079,0c1cf339a97aa43de1d062120ee42bb58fe477b925f67edf87f19829185b3c7d,74eeb16654456e0ac5fd9575a7a9055b4cc7312e72a6bbf2dbe8ff77ab66edf2,,included,complete,2026-07-31T01:00:40Z
253,Comparative Literature Minor,,,2026-2027,catoid=22,poid=31749,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31749&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31749,direct_html,253_comparative_literature_minor.txt,941,29,6c15bb4bb490ce8da99b4b470c957ae72ca97729e9a72652589859d0db98fbc4,53302f765473fc668d0bf3c022cf16e0c152a5e69e6dccf400d8b78cf29248e8,57b9aaf4ebd137a1894050cb6f88110aac74fc65dd9a3779123cf5af4d46e16a,,included,complete,2026-07-31T01:00:42Z
254,Computational Biology and Bioinformatics Minor,,,2026-2027,catoid=22,poid=31723,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31723&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31723,direct_html,254_computational_biology_and_bioinformatics_minor.txt,3227,64,4ee2dee61aaf06973f7d1075f1d62080dc26b6bdd1f409eacfb03f20ef86a779,414dbcd22a353338048df1e4940697f905f54f055ccf0108913b06dc799a7dd6,f715c7abca2fdf7d5cdeb58c34ed8a8514ffc728618f4651e42ffdde499a1b33,,included,complete,2026-07-31T01:00:43Z
255,Computer Programming Minor,,,2026-2027,catoid=22,poid=32127,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32127&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32127,direct_html,255_computer_programming_minor.txt,2020,48,04d8313226af5ea45296ad8e61277409439c6b268559def80bd61ce2e988759d,eee8fda415eea21f3756d92c8467f0eb110bd2bc730546a09c94d267366bee01,fc2f70942138f4db01a2bcc62d58f08699a8c63c30f09386100d4d4f1afcc442,,included,complete,2026-07-31T01:00:46Z
256,Computer Science Minor,,,2026-2027,catoid=22,poid=32531,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32531&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32531,direct_html,256_computer_science_minor.txt,2502,58,fc708e6e0958ff8e83625bf2e321057c080ff1b70c808df3e5e726e6501c8da1,570027972771443c30b3d96f859289d26a7b0ae25044fc2ffd82deaef66771c8,8b4856c58be948bf696265bad96a6ff86b5b0151f2769d3b205de22fbfb2eed1,,included,complete,2026-07-31T01:00:49Z
257,Connected Devices and Making Minor,,,2026-2027,catoid=22,poid=32533,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32533&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32533,direct_html,257_connected_devices_and_making_minor.txt,2828,47,349d261347bc6cf3ccfbe9ca240e85cbb4ed2f410a90d98ccaf9daab4bfce073,9e2ba9bc420acf48ae72d57b83120eb9ae359335bce2a2ec8b98f9a98b37c52f,687ac301f063dab838245a163de65ef1dadbe9e8a1138354d51b2b131560312e,,included,complete,2026-07-31T01:00:51Z
258,Construction Planning and Management Minor,,,2026-2027,catoid=22,poid=32075,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32075&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32075,direct_html,258_construction_planning_and_management_minor.txt,2676,62,243a04f3c845ff71a5c80b187cd3b18b102df1295fb72f0b2c96fd0e62a77dc4,d32bd69d44e13b06a49920ca85a7e55fb38030fa6dc3b6648c571fc44c978e6d,edbbe6df596b9b08e5222c5d9bf0fa5786aaaea6357a8ac8681e067cef483101,,included,complete,2026-07-31T01:00:54Z
260,Consumer Behavior Interdisciplinary Minor,,USC Marshall School of Business,2026-2027,catoid=22,poid=31912,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31912&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31912,direct_html,260_consumer_behavior_interdisciplinary_minor.txt,447,7,c7e71d6f7eebee7406e904bd82d01c0330ba549a77cf1b7231fba6cd5e0f6d69,bb857d3d37b5e787637b601d272bc284c75e7dd5368c6c04545c72c0a35a9eaf,896e5b8a8c22b5d1e903ce1cd56e3c0060c1f9877d8bfb315dc2bfd8d29fd0a4,,included,complete,2026-07-31T01:26:34Z
261,Consumer Behavior Minor,,,2026-2027,catoid=22,poid=31602,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31602&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31602,direct_html,261_consumer_behavior_minor.txt,5134,157,3ae4a6b28467f25c1b98295d618bd070e637789b2311cf30c25b187c17ca5dfa,8c05dce7d22dc827aeabcd69daf4f202f288a72cedcf590e9c62476a6594d952,916787463809fecbc4b2ba181a24975485bc26a43d81c766a429dd7e7defe63c,,included,complete,2026-07-31T01:00:58Z
262,Contemplative Studies Minor,,,2026-2027,catoid=22,poid=32529,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32529&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32529,direct_html,262_contemplative_studies_minor.txt,2244,64,ff95490cfdb1c4ed93a6db294f4dda1f1013189b6e1c0d99f40acf87e4844579,2e9735d8c5303bf3a2af53691a707c1d4fb358e13d10187388ec381815f5e627,bae134b27cccdc7db596bb7aac5c320958ad4debda81a2818c0aa30e54672c39,,included,complete,2026-07-31T01:01:01Z
263,Craniofacial and Dental Technology Minor,,Herman Ostrow School of Dentistry adviser for specific program requirements,2026-2027,catoid=22,poid=31979,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31979&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31979,direct_html,263_craniofacial_and_dental_technology_minor.txt,2491,58,884798fb15d00311b93cce8e7b3fe277627eaa4f64a64680b1fb27e917dbd765,ab7c03b3392a327c7353c98cefb4c054394d896577507835d641ddc1cf35778f,8836f88a40c400006c4657606d1f16febac2818c3b370b02e90c632ee02abf2c,,included,complete,2026-07-31T01:01:03Z
264,Creating Dramatic Writing Content Minor,,,2026-2027,catoid=22,poid=32858,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32858&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32858,direct_html,264_creating_dramatic_writing_content_minor.txt,1111,35,f007dc2e9aa5a59c9ec5446d744dac5d7a1b0302a56b032cc1e612e96b85fb5b,aadfd37008f988549276c8a3f9fc19345a3ff9c200b13df67fa65f28f420d04a,cd35df92d8718deeb7ae42515b72bdb08107cb6d2446712ad99730dddc65bf82,,included,complete,2026-07-31T01:01:05Z
265,Creative Leadership Minor,,,2026-2027,catoid=22,poid=32859,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32859&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32859,direct_html,265_creative_leadership_minor.txt,1407,40,5e6392804eb0b8ba993ed9c96c105665463b6e5313c807014722974d227c1a24,6df3f33b415456cc15cff54c828a0a9d7e5a5a1f032885ce8d071a5ab21a713c,9a3380107e3a13a88fe3faf6cb2b40fdeba4a8b24e96fe2fa9a520ace9d9fd64,,included,complete,2026-07-31T01:01:08Z
266,Creator Arts Minor,,,2026-2027,catoid=22,poid=32964,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32964&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32964,direct_html,266_creator_arts_minor.txt,1386,32,1346c897359d6138110c6b02241243668b99d639730464f9566acbb2e986ae39,cc42d369bc210e893c33afe0644e699530dde49df35a33a7ccb90e3a83c872b5,8aa00bebb79f1086386683e3692df18d3151555d3947036312796423bfb04a97,,included,complete,2026-07-31T01:01:10Z
267,Cultural Anthropology Minor,,,2026-2027,catoid=22,poid=31702,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31702&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31702,direct_html,267_cultural_anthropology_minor.txt,1674,40,fb6011895824b23c6d624940c811d9b8211232fd529f529f6e3c8742a4592687,0c045ea5599c669196db70ee14dc76224c7a35d8ddd1a3d6bc15ca8482b8c9d5,1920ba6b7ca6998896c7aa23ad65d9111fb94ba1d2a8f7a479a52bb131a56131,,included,complete,2026-07-31T01:01:12Z
268,Cultural Competence in Medicine Minor,,,2026-2027,catoid=22,poid=32212,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32212&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32212,direct_html,268_cultural_competence_in_medicine_minor.txt,1459,31,9f2f1a249dcd0937e30dddc4a4f788f64e8b9c7d2a3da5228783791575455331,47c23e4f94a5403dc5a46aa64923b1412b9938eaed8b89bff928ada9681b2f6a,8906eab0b126f1a35e22444d145943d057ed0a4d0c0cc1cb9ba4d2e0d3e00315,,included,complete,2026-07-31T01:01:14Z
269,Cultural Diplomacy Minor,,,2026-2027,catoid=22,poid=32534,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32534&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32534,direct_html,269_cultural_diplomacy_minor.txt,2559,54,9864bad92de1328e8b1adb0ea46eec84c98c75c7df18757882339e75135ef857,a44f96149e4fb0c51518a37af4d8cee3e7e174b76037197df127181070a75924,81d12ab983f43f8b447e8b555d6a9558f5fa03156528cc278557e1cd201178a2,,included,complete,2026-07-31T01:01:16Z
270,"Culture, Media and Entertainment Minor",,,2026-2027,catoid=22,poid=31948,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31948&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31948,direct_html,270_culture_media_and_entertainment_minor.txt,2802,49,fda9c3fa675ac339f0e7f5fe3763ad84d9379194e9fae62637ac8f41398fa00f,d8f669d586703b2b58972bb1df8b05176eea9a597b5ba317e0c27538614599b1,012d0fea0ced1e8cffea3bfea74a004bff153f444ee32ef6109c8c6280f75621,,included,complete,2026-07-31T01:01:19Z
271,Cultures and Politics of the Pacific Rim Minor,,,2026-2027,catoid=22,poid=31773,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31773&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31773,direct_html,271_cultures_and_politics_of_the_pacific_rim_minor.txt,4207,115,78d11c5ba1bcbe64f3bffaa9a2028f86d8b2ff3ad409474ee47c2febfb08f592,3aba37671b5af5297315721c9a3ab24bf705e7335b5fabfd882749ad077f6e71,5c9e39c882c80783915229421864c718d241ccb605de66c94e1146232081f354,,included,complete,2026-07-31T01:01:20Z
272,Customer Analytics Minor,,,2026-2027,catoid=22,poid=32659,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32659&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32659,direct_html,272_customer_analytics_minor.txt,3013,77,cb412cb0f41cd35c878f2a867846dbc596c21e0b7aff1738a01cc4fb059e4d0b,060503c28eebd026b8e292175e7e2d1e78926e2e19facb1966e3418fb83bd97a,34db82b641e7ae6f385b2bed11fd20efa8fba9756b02111fc397ecf71a4d220a,,included,complete,2026-07-31T01:01:22Z
273,Cyber Governance Minor,,,2026-2027,catoid=22,poid=32910,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32910&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32910,direct_html,273_cyber_governance_minor.txt,1041,31,ae6fccdb29682c18477cc57cdeca4e006b5e2728e9dfc123571b4664eecc6fe3,b8e4331c5dfcc550ca7af7bc04b76dbbb820816af67f930313d7db12384ab3e6,87f03125ce936670039a0ae88c9e4b1454566c78cac3816cae0f41ebff73ae2a,,included,complete,2026-07-31T01:01:25Z
274,Cybersecurity Minor,,,2026-2027,catoid=22,poid=32790,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32790&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32790,direct_html,274_cybersecurity_minor.txt,1233,33,7e22b0d3b1c1d58c68968c49c1e55be03d92703f83a2603c56b25025e5d44488,60e58301fbb3830ef6b6fa94b41cfbc744d20c5576e1bc64580004a65a71b4d5,2d98fae1c8c8c797f12fef4617915dd28e5651c20fdddc547de065b30c8996ff,,included,complete,2026-07-31T01:01:28Z
275,Dance in Entertainment Minor,,,2026-2027,catoid=22,poid=32495,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32495&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32495,direct_html,275_dance_in_entertainment_minor.txt,3895,96,e2512ca778b41cffd3febc867f444476dd074a2c728ee4f04502a78eea233b4a,441ebea2fe109e0f615282266331130bf371105090cc2cdeea95ba1c38a6e4f8,81ab58635eb19e6a94bfe1ce0edf99495f62e9bdf8859145bed7853973094af6,,included,complete,2026-07-31T01:01:30Z
276,Dance Minor,,,2026-2027,catoid=22,poid=31977,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31977&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=31977,direct_html,276_dance_minor.txt,3709,95,1f1d5b28302ceae3e13a6e04b4d3f17f0a0f4651e3bab187259255e59714470a,ffbb9ccd653991d4cf82195b914f83169952645980c5387398ede5e8fbdb8a47,8474ddbedcf5b3a733189c577717b1ce1884562b6e26523570caa3ec469ed04d,,included,complete,2026-07-31T01:01:32Z
277,Designing for Digital Experiences Minor,,,2026-2027,catoid=22,poid=32661,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32661&returnto=9396,https://catalogue.usc.edu/preview_program.php?catoid=22&poid=32661,direct_html,277_designing_for_digital_experiences_minor.txt,1689,39,d4b38ae025c649587b337552e940fef7eedc47179f4ccb2deeaab786b50817f9,9da0cc0dd1e0dc7846212518e6ea59d3f939dbe659ea5ba2728e2fc37e16b6f9,4e3cdfbf847e7b7d1f83cbbbb4ae448e470717d373b106be892892f005497fd3,,included,complete,2026-07-31T01:01:35Z
